rating,review_text,steming_data
1,gabisa unduh sertifikat huhuu,unduh sertifikat huhuu
1,"Kalau belum siap melncurkan aplikasi, sebaiknya di kaji dulu.... Kasian kami yang dilapangan, sudah pendampingan sampai ditempat sasaran, aplikasi tidak dapat digunakan.... Belum lgi catin yang perlu segera unduh sertifikat karena persyaratan di KUA",melncurkan aplikasi kaji kasihan lapang damping tempat sasar aplikasi catin unduh sertifikat syarat kua
1,"aplikasinya susah digunakan ndaftar tulisannya email sudah trdaftar pdhl blm prnh bikin ,giliran lngsung masun invalid,giliran lngsung unduh sertifikat katanya data blm terdaftar.. aneh tadi katanya udah trdaftar",aplikasi susah ndaftar tulis email trdaftar bikin gilir langsung masun invalidgiliran langsung unduh sertifikat data daftar aneh trdaftar
2,"Ini gimana si sebenernya, saya dari kemarin"" gak bisa login, padahal user sama password udah bener, tapi tulisannya gagal, pengalihan aplikasi. Gimana ya?",sih kemarin login user password tulis gagal alih aplikasi ya
1,"Susah masuk aplikasi nya, registrasi email link yg dikirim rusak. Parah sih nih aplikasi jelek",susah masuk aplikasi ya registrasi email link kirim rusak parah sih nih aplikasi jelek
1,"Aplikasi bosok, vendor sengaja bikin aplikasi busuk kaya gini supaya ada dana pemeliharaan rutin aplikasi",aplikasi bosok vendor sengaja bikin aplikasi busuk kayak dana pelihara rutin aplikasi
1,Mau masuk aja susah. Tolong diperbaiki lagi.,masuk susah tolong baik
1,"Aplikasi rusak, udah di coba beberapa hp tetep sama. Cuma bisa ngehambat doang",aplikasi rusak coba hp ngehambat doang
1,kenapa ini gak bisa login mohon di perbaiki aplikasinya,login mohon baik aplikasi
1,Susah untk d akses ribet👎,susah akses ribet
1,tolong dong untuk penghapusan data yang salah memasukan domisili. untuk di return,tolong hapus data salah pasu domisili return
2,Sulit masuk,sulit masuk
1,Tidak bisa daftar. Server nge bug mulu heran deh 😒,daftar server nge bug mulu heran deh
2,Aplikasinya jelek server tidak aktif trs😤😤padahal mau infut data TPK tapi gak aktif trs gimana si padahal udah di buru2 suruh masukkin ke aplikasinya 😤🙉,aplikasi jelek server aktif trspadahal infut data tpk aktif sih buru suruh masukkin aplikasi
1,Server error terus! Mo kawin dah ribet malah mentok di aplikasi ribet ini!,server error kawin ribet mentok aplikasi ribet
1,"mohon diperbaiki, kenapa mau daftar tapi katanya server tidak aktif😪",mohon baik daftar server aktif
1,"""Server tidak aktif"" dari BKKBN aplikasi ini kagak keurus kah??!!",server aktif bkkbn aplikasi kagak urus kah
1,Server tidak aktif sampai berhari hari,server aktif hari
1,"Kenapa gak bisa bisa sih, mau daftar nikah aja pun susah sekali, server erorr teruss, benerin dong atau kasih kek solusinya gitu. Aplikasinya memang versi terburuk",sih daftar nikah susah server erorr benerin kasih kayak solusi aplikasi versi buruk
1,aplikasi nya gak bisa di buka,aplikasi ya buka
1,apk ga jelas mau daftar aja susah..server tidak aktif teruss.....,apk daftar susahserver aktif
2,Susah di aksen apk nya. Mau masuk apk selalu keluar sendiri,susah aksen apk ya masuk apk
1,Ngeselin bgt gagal daftar trooos Mau daftar k KUA dpersulit sama apk gini Cobalah dibenerin dulu apk nya Ampe capek hati dah ngulang2 trus daftar gagal2 lagi aj trus Ada acara lain ga sih biar dapet sertifikat tanpa pake apk jelek ini,kesal banget gagal daftar trooos daftar kua dpersulit apk coba dibenerin apk ya capek hati ngulang daftar gagal acara sih biar sertifikat pakai apk jelek
1,"Aneh, aplikasi buat syarat tapi bikin jadi perang syaraf Masa bikin aplikasi yg stabil aja gak bisa",aneh aplikasi syarat bikin perang syaraf bikin aplikasi stabil
1,udah 5 hari coba login ga bisa bisa. mentok di form registrasi 🗿,coba login mentok form registrasi
1,Jelek banget gagal mulu,jelek banget gagal mulu
1,aplikasi wajib tp bosok... astaghfirullah,aplikasi wajib bosok astaghfirullah
1,"gak bisa daftar selalu gagal terus, harap diperbaiki.",daftar gagal harap baik
1,server kocak textbox ancur bloon benerin kocak nyusahin orang mau rabi weh,server kocak textbox hancur bloon benerin kocak susah orang rabi weh
1,Indonesia udah sintem nya tolol malah di bikin ribet,indonesia sintem ya tolol bikin ribet
1,"Ini kenapa daftar ndak bisa, tolong di buat permudah aja",daftar indak tolong mudah
2,Gmn sih server eror trus....ribet nikah skrg.kn udh cek kesehatan dpt sertifikat jg dr puskes knp hrs dftr d aplikasi LG ribet bgt.mending klo lsg BS....erooooooorrrrr trus,sih server eror trusribet nikah skrgkn cek sehat sertifikat puskes dftr aplikasi ribet bgtmending langsung bserooooooorrrrr
2,"ni aplikasi nyebelin bgt sumpah, ngrepotin, nyerimpeti, mau download pdf aja susah bgt, gagal mulu padal sinyal bagus, tujuannya buat aplikasi apa sih bikin pusing aja",nih aplikasi sebal banget sumpah ngrepotin nyerimpeti download pdf susah banget gagal mulu padal sinyal bagus tuju aplikasi sih bikin pusing
1,"Susah banget mau daftar, apk exception teroooos!",susah banget daftar apk exception teroooos
2,"Mau daftar gagal terus network error nik tidak ditemukan. Sudah berulang ulang dicoba tetap tidak bisa,mohon segera diperbaiki, sertifikat elsimil wajib dilampirkan buat pendafataran di kua, tapi aplikasi eror. Mau daftar gagal akun gagal terus, terus mau sampai kapan begini, tolong segera dibenahi. Kita yg mau menikah membutuhkan sertifikat segera untuk mengurus berkas ke kua",daftar gagal network error nik temu ulang ulang coba bisamohon baik sertifikat elsimil wajib lampir pendafataran kua aplikasi eror daftar gagal akun gagal tolong benah meni butuh sertifikat urus berkas kua
1,kalo niat buat aplikasi nikah jangan tanggung tanggung lah masa daftar gagal truss . perbaiki semuanya jangan bikin masyarakat yang niat baik malah jdi sebuah emosii gini...,niat aplikasi nikah tanggung tanggung daftar gagal truss baik bikin masyarakat niat emosi
2,"daftar gagal terus, sering error pula",daftar gagal error
1,"DEV NYA SURUH BANGUN, BENERIN NAPA. GABISA DIPAKE !!!!",dev ya suruh bangun benerin pakai
1,"Mau daftar aja ribet bgt ya allah, nik tidak ditemukan sampe 'aplication exception'. Please lah ini Aplikasi sekelas negara, tapi kya hasil UAS anak SMK",daftar ribet banget ya allah nik temu aplication exception please aplikasi kelas negara kaya hasil uas anak smk
1,"Ini gimana dari kapan hari mau daftar esimil ggal melulu, tapi syarat nikah elsimil harus ada dan wajib , tapi nya aplikasi sering error gak ada solusi sama sekali, tolong dong di perbaiki jangan mempersulit orang",daftar esimil ggal melulu syarat nikah elsimil wajib ya aplikasi error solusi tolong baik sulit orang
1,Selalu gagal mau daftar aja sudah 2 hari coba tetep gagal mana mau digunain untuk persyaratan 🥹,gagal daftar coba gagal digunain syarat
1,"Apk menyusahkan dari tadi mau mendaftar nggak bisa"" kenapa sih dipersulit gini mau nikah padahal berkas suda selesai malah sertifikat elsimil nggak keluar karena ngga bisa mendaftar",apk susah daftar sih sulit nikah berkas selesai sertifikat elsimil daftar
1,"Gabisa daftar , aplikasi exception 💪🔥🔥🔥 Mantap",daftar aplikasi exception mantap
1,Aplikasi buruk server tidak merespon dengan baik,aplikasi buruk server merespon
1,"Mau login ga bisa trs itu gimana, bukan mempermudah palah jadi tambah susah",login mudah palah susah
1,"daftar aja saya ga bisa , nik sudah benar aja di aplikasi salah ,gila menghambat bgt buat jadi persyaratan saya menikah ke kua , ribet aplikasi nya!!!! tolonglah lbh canggih,lebih di perbaiki, sampai detik ini saya ga bisa bisa daftar!!!! gimana solusinya tolong!!! petugas tpk pun ga respon sama sekali !!!",daftar nik aplikasi salah gila hambat banget syarat meni kua ribet aplikasi ya tolong canggihlebih baik detik daftar solusi tolong tugas tpk respon
1,Aplikasi korup,aplikasi korup
1,"Aplikasi rusak jon mau daftar gagal teruss,",aplikasi rusak jon daftar gagal
1,Kalau sudah menjadikan sertifikat sebagai salah satu yg diwajibkan sebagai berkas ke KUA tolong perbaiki server nya..Saya sebagai catin hendak mendownload sertifikat tapi registrasi saja gagal terus.. bagaimana ini .apa hanya karena sertifikat online kami harus terkendala untuk menikah... bikin aplikasi yang bagus lah bbkn..inovasi nya tidak menguntungkan masyarakat awam khusus nya catin...,jadi sertifikat salah wajib berkas kua tolong baik server nyasaya catin mendownload sertifikat registrasi gagal sertifikat online kendala meni bikin aplikasi bagus bbkninovasi ya untung masyarakat awam khusus ya catin
1,Susah di akses muter muter terus bikin aplikasi gk bikin gampang malah bikin pusing kita tpk jadi susah mau entri nya tolonglah perbaiki jngan kyak aplikasi uji coba,susah akses muter muter bikin aplikasi bikin gampang bikin pusing tpk susah entri ya tolong baik kayak aplikasi uji coba
1,Tolong di perbaiki lagi ya aplikasinya. Saat pendaftaran selalu gagal application exception terus.. mohon bantuannya🙏,tolong baik ya aplikasi daftar gagal application exception mohon bantu
1,"Server busuk... Hancur kali apk ini, mau nikah jadi ribet perkara apk busuk ini",server busuk hancur kali apk nikah ribet perkara apk busuk
1,kenapa susah sekali buat daftar sudah ngisi data lengkap malah data tidak bisa dan di reset jga tidak bisa,susah daftar ngisi data lengkap data reset
1,"Harap servernya diperbaiki. Sekarang persyaratan nikah diwajibkan mengisi ini sedangkan daftar aja gagal mulu, NIK sudah benar tp tulisannya NIK tidak ditemukan. Sedangkan waktu tinggal pencet daftar tulisannya malah GAGAL. Dah berkali-kali coba tetep gitu mulu",harap servernya baik syarat nikah wajib isi daftar gagal mulu nik tulis nik temu tinggal pencet daftar tulis gagal berkalikali coba mulu
1,"Apk susah bngett digunakan, tinggal verifikasi aja susah",apk susah banget tinggal verifikasi susah
1,"Aplikasi bug gajelas, mau daftar dipersulit gagal mulu daritadi, seengganya kalau belum optimal aplikasinya jangan dirilis dan diwajibkan, malah bikin ribet catin, tolong dong solusinya gimana ini?",aplikasi bug daftar sulit gagal mulu daritadi seengganya optimal aplikasi rilis wajib bikin ribet catin tolong solusi
1,"Buat akun aja susah, kalo aplikasi belum siap jangan diluncurkan dulu bukannya tambah gampang tambah ribet iyaa. Terimakasih",akun susah aplikasi luncur gampang ribet iya terimakasih
1,"Kebanyakan eror nya drpd waras nya Capek loh ngulang2 terus Bbrp kali masukin keluarga baru dr SIGA tp gak muncul di data sasaran, padahal sdh 1x24 jam. Jenis kelamin jg banyak beda sm siga Jelas2 anak ny perempuan tp aplikasi jd laki2.. di cek di rekap keluarga siga nya udah bener perempuan. Tahun lahir anak jg ad bbrp kasus yg salah Tarikan data dr rekap keluarga ke menu verval elsimil nya gak maksimal loh. Kalo di tanyaa, selalu di bilang sinyal sinyal sinyal pdhl aplikasi nya yg blm bagus",banyak eror ya waras ya capek loh ngulang kali pasuk keluarga siga muncul data sasar kali jam jenis kelamin beda siga anak nya perempuan aplikasi laki cek rekap keluarga siga ya perempuan lahir anak salah tari data rekap keluarga menu verval elsimil ya maksimal loh tanyaa bilang sinyal sinyal sinyal aplikasi ya bagus
1,"Ga banget aplikasi ini. Mau daftar double double kata, ga bisa terus karena application expection, gimana sih ini serius aplikasi pemerintah begini nih? Miris bgt tolong",banget aplikasi daftar double double application expection sih serius aplikasi perintah nih miris banget tolong
1,Mantap sekali aplikasinya mau registrasj saja tidak bisa top markotop😁,mantap aplikasi registrasj top markotop
1,"Halo ini gimana mau register data NIK dicoba berkali2 tidak terdaftar, error terus. Ini diminta isi untuk pendaftaran catin kok susah sekali. Hotline bkkbn whatsappnya juga centang 1. kalo wajib kok susah ini gimana sih",halo register data nik coba kali daftar error isi daftar catin susah hotline bkkbn whatsappnya centang wajib susah sih
1,"Aplikasi mau daftar aja susah, mohon diperbaiki servernya.",aplikasi daftar susah mohon baik servernya
1,Aplikasi rusak,aplikasi rusak
1,"Gannguan terus, perencenaannnya sangat buruk di bkkbn, bertahun² aplikasi ndak beres²",gannguan perencenaannnya buruk bkkbn tahun aplikasi indak beres
1,Server buruk sekali. Tolong diperbaiki kembali kak,server buruk tolong baik kak
1,"Tolong akses daftarnya di benerin lagi aplikasinya suka error ga jelas, jangan mempersulit catin dong dibuat simple aja",tolong akses daftar benerin aplikasi suka error sulit catin simple
1,"Syulit masuknya, hanya munyerrr teruss.. bikin pusing,",syulit masuk munyerrr bikin pusing
1,"Tolong untuk apk nya segera di perbaiki saya mau daftar akun gagal terus (application exception),sudah 5 hari iji terus seperti itu",tolong apk ya baik daftar akun gagal application exceptionsudah iji
1,Bikin aplikasi yang bener dong Bikinnya aja butuh duit banyak login aja gak bisa 😡,bikin aplikasi bikin butuh duit login
1,"Lain kali kalau aplikasi blm siap dipakai jangan digunakan dulu, malah jadinya mempersulit masa sudah didftrkan tetap gabisa",kali aplikasi pakai sulit didftrkan
1,Gak bisa daftar,daftar
1,Tidak bisa digunakan. Bug critical tetapi tidak tidak ada pembenahan.,bug critical benah
1,Aplikasi SAMPAH. GA GUNA,aplikasi sampah
2,"Tolong ini saya mau daftar catin, katanya kalau mau nikah harus daftar ini, tp server eror terus, gagal daftar terus, udah dicoba berulang kali Kenapa harus dipersulit sih, kalo di wajibkan harusnya apk nya lebih memadai",tolong daftar catin nikah daftar server eror gagal daftar coba ulang kali sulit sih wajib apk ya pada
1,"Gagal terus mendaftar, huhuhu",gagal daftar huhuhu
1,Lemot Eror,lot eror
1,"Network error mulu, gagal regist padahal data semua benar. Benerin dulu deh, menghambat banget",network error mulu gagal regist data benerin deh hambat banget
1,Pendaftaran gagal berulang2 gagal trus.. Tolong di perbaiki,daftar gagal ulang gagal tolong baik
1,Ini bener bener mempersulit orang nikah yaa ?? Dosa bgt😭😭,sulit orang nikah ya dosa banget
1,"mau nmasukin data bumil sama ibu pascalahiran aja muter"" ja loading terus tp ni disuruh bikin laporan aplikasi tolong diperbaiki",nmasukin data bumil pascalahir muter loading nih suruh bikin lapor aplikasi tolong baik
1,Kebiasaan banget apk belum siap di lepar ke masyarakat buat jadi persyaratan. Bukannya membantu jadi masalah,biasa banget apk lepar masyarakat syarat bantu
1,Aplikasi sulit untuk pendaftaran... Wah gak jelas ini nyusahin banyak orang,aplikasi sulit daftar susah orang
1,"aplikasi wajib tapi sangat jelek, bukan memudahkan malah mempersulit",aplikasi wajib jelek mudah sulit
1,"Mau nikah aja di ribetkan dg hal"" kek gini kocak",nikah ribetkan kayak kocak
1,"Gimna ini udh daftar tapi selalu gagal .selalu keluar bacaan aplication exception,gimna dong ini solusi nya,mana harus ada sertifikat catin,tolong dong segera di perbaiki,ini mah bukan nya membantu malah menyulitkan para catin,tanggal nikah tinggal berapa hari lagi terkendala cuma gara2 elsimil hadehhh",daftar gagal baca aplication exceptiongimna solusi nyamana sertifikat catintolong perbaikiini mah ya bantu sulit catintanggal nikah tinggal kendala gara elsimil hadehhh
1,Aplikasi eror tidak bisa digunakan untuk mendaftar,aplikasi eror daftar
2,Server kok eror terus buat daftarnya padahal butuh banget,server eror daftar butuh banget
1,ini saya mau daftar kenapa gabisa bisa siiii greget bgtttt servernya gabisa terus perbaiki donggg ngeribetin bgttt kaya gini woilaaa,daftar siiii greget banget servernya baik ngeribetin banget kayak woilaaa
1,Aplikasi jelek! Ribet! Ga guna.,aplikasi jelek ribet
1,Mau login kok gak bisa Aplikasi ex Makaud y gmn ya?,login aplikasi ex makaud ya ya
2,"Bener2 butuh kesabaran menggunkan aplikasi ini,,tadi pagi sudah sya masukkan sasaran bumil sudah bnr2 masuk tapi pas sasaran ke 5 kok mlah hilang semua data sasarannya itu kemana??tolong donk buat aplikasi yg bner bisa digunakan",butuh sabar gun aplikasi initadi pagi masuk sasar bumil masuk pas sasar hilang data sasar kemanatolong aplikasi
1,"aplikasinya bikin emosi deh, pdhl datanya dah bener tp gagal trus buat masuk",aplikasi bikin emosi deh data gagal masuk
1,"mau registrasi tp nik tidak ditemukan padahal udah benar, di submit tp gagal terus. di tuntut harus selesai sementara appnya tidak mendukung.",registrasi nik temu submit gagal tuntut selesai appnya dukung
1,"Yang bener aja aplikasi belum siap tetep dipaksakan untuk dipakai sama calon pengantin, bukannya mempermudah malah mempersulit. Kalau aplikasinya belum siap gausah mewajibkan harus pakai apk busuk ini.",aplikasi paksa pakai calon pengantin mudah sulit aplikasi wajib pakai apk busuk
2,"Kalau emang aplikasi muter terus sedangkan kami dari TPK harus input data di aplikasi, tolong diperbaiki",aplikasi muter tpk input data aplikasi tolong baik
1,"Tolong segera diperbaiki kak, adik iparku dah daftar nggak bisa masuk lagi giliran daftar ulang nggak bisa soal'a nik dah masuk.",tolong baik kak adik ipar daftar masuk gilir daftar ulang soala nik masuk
1,"Ini apk nya kenapa sii, susah banget daftar nya, mana lagi dibutuhin. Gaada kontak yang bisa dihubungi lagi.",apk ya sih susah banget daftar ya dibutuhin kontak hubung
1,"Apakah hari ini aplikasi nya error??data bumil,pasca salin & baduta yg sudah di input cape-cape dari bulan Januari jadi 0 hilang semua Apakah data yang sudah di input bisa kembali lagi??",aplikasi ya errordata bumilpasca salin baduta input capecape januari hilang data input
1,"Login gagal terus, username password sudah benar. Selalu muncul notif Application Exception. Mau unduh sertifikat failed terus",login gagal username password muncul notif application exception unduh sertifikat failed
1,"Aplikasi rusak, malah mempersulit",aplikasi rusak sulit
1,Aplikasi busuk. Mempersulit menikah,aplikasi busuk sulit meni
2,"assalamualaikum developer segera.lah perbaiki aplksi nya 🥺🥺🥺 untuk bulan 1 kmren lporan kami lancar sekali Alhamdulillah,tapiiii.... berjalan ke bulan 2 ini y Allah sepertinya udah bersabar ea download ulang log out TPI tetep ssaran g muncul,mau itu bumil,baduta atau bufas klu catin lancar mna pelaporan manual sama online hrus sama tolong.lah dengar keluhan kami terima kasih 🙏🙏",assalamualaikum developer segera baik aplksi ya kemarin lporan lancar alhamdulillahtapiiii jalan ya allah sabar ya download ulang log out ssaran munculmau bumilbaduta bufas catin lancar lapor manual online tolong dengar keluh terima kasih
1,"Pas udah daftar hampir 2 bulan tetap menunggu verifikasi akhirnya aku nyoba log out tp pas mau masuk lagi gagal terus, pas udah bisa masuk malah disuruh daftar lagi, trus pas mau daftar malah gabisa, pendaftaran gagal terus.. Ribet",pas daftar tunggu verifikasi coba log out pas masuk gagal pas masuk suruh daftar pas daftar daftar gagal ribet
2,Aplikasi yg ga banget..masa pemerintah cm bisa bikin aplikasi modelan bgini sih? Yakin tuh mau entry2 data tapi server lemot n error terus.. hire dong developer profesional,aplikasi bangetmasa perintah bikin aplikasi model sih tuh entry data server lot n error hire developer profesional
1,Gabisa log in aneh aplikasi pemerintah,log aneh aplikasi perintah
1,eroro mulu,eroro mulu
2,Capek dengan aplikasi ini,capek aplikasi
1,Ga bisa login lagi kenapa ya ? Padahal hari update hasil pendamping tpk tapi aps nya ga bisa,login ya update hasil damping tpk aps ya
2,"Aplikasi baduta blm bisa digunakan ya min, tolong di jawab",aplikasi baduta ya min tolong
1,"Kenapa apk ini TDK bisa di gunakan,,sudah daftar gagal trs",apk gunakansudah daftar gagal
1,Ga bisa daftar,daftar
1,"udah puluhan kali daftar tapi nggak bisa ,malah nggak bisa si pencet,sampe kirain hpnya yang rusak pas pindah hp yang lain sama aja nggak bisa di pencet,kadang juga ada notif gagal gagal terus",puluh kali daftar sih pencetsampe hpnya rusak pas pindah hp pencetkadang notif gagal gagal
1,Tolong perbaiki lagi ko sering gagal saya masuk,tolong baik gagal masuk
1,"Sudah puluhan kali mendownload tetapi tidak bisa, minta tolong server perlu diupgrade",puluh kali mendownload tolong server diupgrade
1,"Kalo ga siap bikin aplikasi mending gak usah diwajibin, masak mau ngisi kolom aja error,blm lagi ga bisa login karna NIK salah, apalah ini",bikin aplikasi mending diwajibin masak ngisi kolom errorblm login nik salah apa
2,"Baru mau login gabisa, isi data berulang kali hurufnya mesti dobel2 ke input ny, terus udah mau submit gagal terus, dicoba lg ada notif email sudah terdaftar, trs coba login gabisa, coba daftar pake email baru bilangnya NIK sudah terdaftar. Semoga segera diperbaiki ya sistemnya",login isi data ulang kali huruf mesti dobel input nya submit gagal coba notif email daftar coba login coba daftar pakai email bilang nik daftar moga baik ya sistem
1,Tolong lh aplikasi di permudahkan orng ini mau login aj gk bisa gimna ini sedangkan kua disini harus punya sertifikat elsimil untuk nikah tolong lh klo gk bisa bantu jgn di persulitkan,tolong aplikasi mudah orang login kua sertifikat elsimil nikah tolong bantu sulit
1,Nggak bisa masuk Nggak suport sama dukcapil semua nik d masukan jawabnya nik tdk d temukan,masuk suport dukcapil nik masuk nik temu
2,"Tidak bisa lanjut, jdi masih stuck di data",stuck data
1,"Knp susah bgt didowoad sih, heran,di tunggu dari tadi muter muter mulu",susah banget didowoad sih herandi tunggu muter muter mulu
1,gimana sih aplikasi ga jelas!,sih aplikasi
1,"Masih banyak bug dan gagal simpan Tolonglah kasian para ibu"" yg tidak paham, malah makin sulit jadinya Fun take sekali kalian",bug gagal simpan tolong kasihan paham sulit fun take
1,"Ini kenapaa saya udh buka aplikasi buat dapatin sertifikat layak nikah ga bisa bisa, selalu error. Masa iya nikah mesti nunggu dulu aplikasi ini bener dulu? Sampe kapan .",buka aplikasi dapatin sertifikat layak nikah error iya nikah mesti tunggu aplikasi
1,"sarver tidak aktif terus, mohon di perbaiki",sarver aktif mohon baik
1,Aplikasi apaan ini mau daftar aja GK bisa baru masuk aplikasi udah muncul notifikasi server tidak aktif tidak membantu sama sekali tolong diperbaiki lagi,aplikasi daftar masuk aplikasi muncul notifikasi server aktif bantu tolong baik
1,"Servernya diperbaiki, sering bolak balik gak bisa diakses. Sedangkan pelaporan pendampingan TPK menggunakan apk ini, kasian kami yang di lapangan, sudah capek2 kunjungan pendampingan ke sasaran, mau buat laporan saja susah. Dibuatkan yang lebih simple, dan mudah diakses.",servernya baik bolak akses lapor damping tpk apk kasihan lapang capek kunjung damping sasar lapor susah buat simple mudah akses
1,gak bisa login,login
1,Kenapa selalu muncul notif server tidak aktif,muncul notif server aktif
1,server tidak aktif..???,server aktif
1,"Gunanya aplikasi buat apa di ciptakan kalo gak guna mempersulit aja orang mau nikah doang ribet pas daftar di persulit, mau login malah ada notif server tidak aktif pdhl browser sdh saya update email sandi udh bener mlh eror gak bisa masuk kalo gak guna mending buang aja ini apk kek anjingg",guna aplikasi cipta sulit orang nikah doang ribet pas daftar sulit login notif server aktif browser update email sandi eror masuk mending buang apk kayak anjingg
1,"gabisa regist terus, bilangnya server tidak aktif. gimana yaa",regist bilang server aktif ya
1,"Tolong dong ini perbaiki lagii aplikasi nya, mau nikah cuma ribet di sini nya doang, gak bisa login udh bbrapa harii, sedang kan wktunya udah mepett bangett, kalo emang di wjibkan punya sertifikat elsimi melalui aplikasi harusnya aplikasi nya jangan di biarin seperti inii, ini malah jadinya mempersulit org yang mau nikah bukan mempermudah",tolong baik aplikasi ya nikah ribet ya doang login bbrapa hari mepett banget wjibkan sertifikat elsimi aplikasi aplikasi ya biar sulit orang nikah mudah
1,Kenpa selalu dapt notif server tidak aktif. Thn 2025 masih pakai App Kuno kya begni 😌,kenpa dapt notif server aktif pakai app kuno kaya begni
1,kenapa server tidak aktif,server aktif
1,Aplikasi macam apa ini,aplikasi
1,"Aplikasi menyusahkan mau daftar nikah aja ribet buka aplikasi selalu server gagal. Mau nikah jangan di ribet""kan",aplikasi susah daftar nikah ribet buka aplikasi server gagal nikah ribetkan
1,"Baru mau daftar, gk bisa...selalu muncul notifikasi ""server tidal aktif"" mohon silusinya",daftar bisaselalu muncul notifikasi server tidal aktif mohon silusinya
1,Tolong segera diperbaiki untuk form pengisian nya Karena susah untuk melanjutkan ke step selanjutnya Terima kasih,tolong baik form isi ya susah lanjut step terima kasih
1,"Sheet ke 2 tidak bisa di scroll ke bawah jd cuma sampai nmer hp . Ini kyk apk abal"" aja mlahan harusnya klo buat catin resmi harus di benahi lagi supaya lbih lancar saat pengisian data . Gmana sih ribet amat ga kyk dlu sblum ada apk kyk gini lbih gampang ngurus buat nikah",sheet scroll nmer hp kayak apk abal mlahan catin resmi benah lancar isi data sih ribet kayak apk kayak gampang urus nikah
1,"Kocak amat sih ini aplikasi, terdapat pembaruan sistem akan dikembalikan ke playstore. Padahal baru download",kocak sih aplikasi baru sistem kembali playstore download
1,Ngga bisa dipake,pakai
1,Aplikasi mqu daftar tidak bisa. Ada notif pembaruan giliran di klik diplaystore tdak ada pembaruannn .,aplikasi mqu daftar notif baru gilir klik diplaystore pembaruannn
1,Jelek sekali ini apk tolong segera d Perbaiki agar tidak menghambat pekerjaaan,jelek apk tolong baik hambat pekerjaaan
2,Setiap update versi baru pasti tidak bisa dibuka. Padahal sudah update tapi di beranda diarahkan lagi untuk update. Bug yg selalu terulang.,update versi buka update beranda arah update bug ulang
1,Kenapa y elsimil tuk TPK selalu eror terus aplikasinya..tolong di perbaruibiar tmbh bgus terimakasih,ya elsimil tpk eror aplikasinyatolong perbaruibiar bagus terimakasih
1,"Habis di perbarui malah gak bisa masuk,, minta di perbarui trs",habis baru masuk baru
1,"App tidak bisa digunakan gak bisa daftar, ada pembaruan tapi aplikasi ini sudah di perbarui, mau gak ribet malah makin ribet 🥺",app daftar baru aplikasi baru ribet ribet
1,Aplikasi minta di perbarui trs pdhl sudah download tipe terbaru tolong segera di perbaiki,aplikasi baru download tipe baru tolong baik
1,"Ini apl apaan sihhh lama banget loadingnya, mau ngisi data aja harus berhari2😕 tolong lah diperbaiki",apl sih banget loadingnya ngisi data hari tolong baik
1,"Tidak bisa membuka aplikasi, selalu diminta update, padahal tidak ada pilihan untuk update aplikasinya",buka aplikasi update pilih update aplikasi
1,"Mau input laporan pas aplikasi dibuka, muncul notif ada pembaruan aplikasi diarahkan ke play store, bgtu sudah di update, buka aplikasi masih saja muncul notif yang sama, terdapat pembaruan versi aplikasi, anda akan diarahkan ke play store",input lapor pas aplikasi buka muncul notif baru aplikasi arah play store update buka aplikasi muncul notif baru versi aplikasi arah play store
2,Ngebugg terus kenapa ini,ngebugg
1,"bloom bisa input manual yg lain nya, baru catin yg bisa. terus kalau di update mala, TDK bisa masuk loading terus. gak bisa ke buka",bloom input manual ya catin update mala masuk loading buka
1,"kenapa enggak bisa login ya, katanya suruh perbaharui, padahal sudah di perbaharui,",login ya suruh baharu baharu
1,knpa stelah diupdate ngak bisa dipake😇😇😇tolong perbaiki lagi aplikasi nya,diupdate dipaketolong baik aplikasi ya
1,pusing ni update selalu bolak balik play store melulu biki bingung ngerjain,pusing nih update bolak play store melulu bik bingung ngerjain
1,"Setelah aplikasi diupdate malah tidak bisa log in dgn keterangan ""terdapat pembaharuan versi aplikasi, anda akan diarahkan ke play store"" di klik ok padahal aplikasi baru aja diupdate. Ahhhelahhh.. dibenerin dulu aplikasi nya biar memudahkan para kader TPK melakukan pendampingan.",aplikasi diupdate log terang baharu versi aplikasi arah play store klik ok aplikasi diupdate ahhhelahhh dibenerin aplikasi ya biar mudah kader tpk damping
1,Tidak bisa login malah disuruh update terus,login suruh update
1,Aplikasinya erorrrrerorrr,aplikasi erorrrrerorrr
1,Tidak bisa di buka,buka
1,gagal gagal terus ketika mau simpan data,gagal gagal simpan data
1,"Yallah,, beri ganjaran pada orang2 yg mempersulit rencana ibah panjang kita yallah. Aplikasi macam apa ini ngga bisa login2😭😭😭",yallah ganjar orang sulit rencana ibah yallah aplikasi login
1,Tidak ada opsi pengeditan data,opsi edit data
1,"Lebih enak yg dl.skrng makin jelemet,SDH di entry jg ga terdata pas di cek .",enak dlskrng jelemetsdh entry data pas cek
1,kita cuma mau nikah paaak. permudahkan nikah kita paaaak. diwajibkan Suruh daftar disini tapi aplikasi tidak suport.,nikah mudah nikah paaaak wajib suruh daftar aplikasi suport
1,Bermanfaat namun kurang canggih sedikit Bayi baru lahir bisa masuk ke baduta,manfaat canggih bayi lahir masuk baduta
2,"Gak bisa di unduh, gagal terus tolong di perbaiki lagi aplikasinya:)",unduh gagal tolong baik aplikasi
2,Kemaren pernah download kok ga bisa yaaa daftarnya?,kemarin download ya daftar
1,Pengen nikah aja dipersulit,pengin nikah sulit
